,0.01,0.02,0.03,0.04,0.06,0.1,0.16,0.25,0.4,0.63,1.0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6064255640410606e-15,1.275792190942437e-14,4.7334397658100226e-14,1.9754767588145909e-13
0.1,1.2426284984665108e-14,6.942230418970948e-15,7.153099449798068e-15,7.864843703991136e-15,9.115918310722648e-15,1.4349391424605432e-14,2.958170143868197e-14,5.75993010924302e-14,1.5851830687124629e-13,3.648116166575763e-13,1.1936791665029886e-12
0.15,2.0345024124665433e-14,1.2078297152268293e-14,1.310510560132585e-14,1.4985606982559595e-14,1.8406228611193414e-14,3.104309238619465e-14,6.782045570270126e-14,1.4063872368362237e-13,4.267770432455488e-13,1.0456801541511368e-12,3.3573877922982094e-12
0.2,3.297854255150217e-14,2.1468101205367347e-14,2.4535528945982594e-14,2.908434047527894e-14,3.7459739367144917e-14,6.608176573071504e-14,1.482741372258414e-13,3.4013812217398947e-13,1.1271949992289112e-12,3.5668442371159024e-12,1.293677761599097e-11
0.25,5.356025993530011e-14,3.8977852676928046e-14,4.853538763563396e-14,6.139173188561597e-14,8.692685583838945e-14,1.7160734399208096e-13,4.4214087122445195e-13,1.1073294935151455e-12,4.3792362836486876e-12,1.52866353543052e-11,5.557531821435005e-11
0.3,1.1107963409962954e-13,9.166508358230652e-14,1.2244949990011477e-13,1.6230409900261803e-13,2.4392826787160296e-13,5.097055365943795e-13,1.4174146712416396e-12,3.711294018228971e-12,1.5265076804257493e-11,5.865359175489937e-11,2.115644506349201e-10
0.35,2.477465063834985e-13,2.2451556204668157e-13,3.141542677986252e-13,4.2883466402042306e-13,6.679566739810017e-13,1.4721088080210104e-12,4.2095235979812815e-12,1.1745819448717062e-11,4.979561385757482e-11,1.9375930476202204e-10,7.368146770306787e-10
0.39999999999999997,5.487865668928581e-13,5.342819302605229e-13,7.762539842376846e-13,1.085848325793968e-12,1.7439137842341045e-12,4.013564071190046e-12,1.1365254828658564e-11,3.1812035332801524e-11,1.5433824447035382e-10,5.240198104612535e-10,1.479213079122518e-09
0.44999999999999996,1.169430089828711e-12,1.1949918959878281e-12,1.7713495027853345e-12,2.5080824324803063e-12,4.084522118888841e-12,1.027292133059375e-11,3.1320133046730813e-11,8.46832853767846e-11,3.0653522705131324e-10,8.542803161604849e-10,2.702333535634027e-09
0.49999999999999994,2.4319811014419286e-12,2.657530626477194e-12,4.032010908323402e-12,5.795606041573215e-12,9.614154446640537e-12,2.1812659323727024e-11,5.793971523731086e-11,1.399269048905101e-10,4.587322096322726e-10,1.7419267666807313e-09,4.9014569037276146e-09
0.5499999999999999,4.120620027501011e-12,4.484960596258779e-12,6.714291850959802e-12,9.513515716133636e-12,1.5363107383898412e-11,3.335239731686029e-11,8.455929742789087e-11,2.2586512843028756e-10,9.204247703555558e-10,2.777325874288002e-09,7.1005802718211995e-09
